DOI,Link
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040813586&partnerID=40&md5=15eb8f6155d443fe46337e5b82d91cbf"
"10.1145/3106237.3106280","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030765432&doi=10.1145%2f3106237.3106280&partnerID=40&md5=79b04789f856c7ee9d140abd27f30b0c"
"10.1145/3106237.3106275","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030749013&doi=10.1145%2f3106237.3106275&partnerID=40&md5=a48be7fac01324f8f0dbab459c898874"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030781801&partnerID=40&md5=8b152bb4cb4a60ac4212670efe79b073"
"10.1109/QRS.2017.19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029448651&doi=10.1109%2fQRS.2017.19&partnerID=40&md5=7dfe2f9c85e81bd5d9218f0dd3e22ad9"
"10.1109/QRS.2017.23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029428164&doi=10.1109%2fQRS.2017.23&partnerID=40&md5=6db701b1e5682ba03ad4cedff1046a43"
"10.1109/QRS-C.2017.20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034424921&doi=10.1109%2fQRS-C.2017.20&partnerID=40&md5=089f255243f371de5f9bc669e25faa99"
"10.1016/j.cosrev.2017.06.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026770601&doi=10.1016%2fj.cosrev.2017.06.001&partnerID=40&md5=e10cd2f585b2821318f719318af5c492"
"10.1007/s10009-016-0444-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000716049&doi=10.1007%2fs10009-016-0444-z&partnerID=40&md5=207b9c9c0ff9fad6fbff2e634c9a8b07"
"10.1109/ICSE.2017.68","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026730061&doi=10.1109%2fICSE.2017.68&partnerID=40&md5=56366378888dd585cb43d1032fff77ce"
"10.1109/ICSE.2017.61","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020722422&doi=10.1109%2fICSE.2017.61&partnerID=40&md5=daabfd7665c63f07c9e96f1016567a6c"
"10.1109/ICSE.2017.67","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027688963&doi=10.1109%2fICSE.2017.67&partnerID=40&md5=f62d50f7f0216123d00b194e7374022a"
"10.1109/ICSE.2017.27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027709523&doi=10.1109%2fICSE.2017.27&partnerID=40&md5=98605d073da984f06c7d6c2a31cf2743"
"10.1109/CIACT.2017.7977265","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027494261&doi=10.1109%2fCIACT.2017.7977265&partnerID=40&md5=4101de57d8eeaab7ca42da2af46b49d5"
"10.1109/IICIP.2016.7975397","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027463159&doi=10.1109%2fIICIP.2016.7975397&partnerID=40&md5=633fcac6cada5a3a001189412ff27aaa"
"10.1021/acs.jctc.7b00417","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023188098&doi=10.1021%2facs.jctc.7b00417&partnerID=40&md5=592bef4ca3cba992222d2ab30dfa8115"
"10.1021/acs.jctc.7b00417","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048788233&doi=10.1021%2facs.jctc.7b00417&partnerID=40&md5=53446e82f11017674f38534015c1862a"
"10.1145/3092703.3092714","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026668585&doi=10.1145%2f3092703.3092714&partnerID=40&md5=cbd40935f8ec34bc2fd8f0139cac60a4"
"10.1145/3092703.3092732","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026644880&doi=10.1145%2f3092703.3092732&partnerID=40&md5=5ac56755f398bfef19da7e69274afc9c"
"10.1145/3092703.3098235","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026658338&doi=10.1145%2f3092703.3098235&partnerID=40&md5=48a0256a7ad8ac4598836f101d257b2f"
"10.1109/CEC.2017.7969365","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027838978&doi=10.1109%2fCEC.2017.7969365&partnerID=40&md5=90eded40b828fc092640c2f2a32e6178"
"10.1109/SBST.2017.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027436032&doi=10.1109%2fSBST.2017.1&partnerID=40&md5=79ad1301507c4ebac716a0aa637ab928"
"10.1109/VACE.2017.3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027147653&doi=10.1109%2fVACE.2017.3&partnerID=40&md5=c8efc9c43e2bfc8543e8cac5c9563f36"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027182389&partnerID=40&md5=2ac6b0fc04eaec578f3936ad6f0b0b53"
"10.1109/SBST.2017.7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027439534&doi=10.1109%2fSBST.2017.7&partnerID=40&md5=e57e47989c42c826222f40c3fc466d45"
"10.1109/ICSE-NIER.2017.15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026744114&doi=10.1109%2fICSE-NIER.2017.15&partnerID=40&md5=f848a1abce1726570dcece83965c0f55"
"10.1109/ICSE-C.2017.45","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026749344&doi=10.1109%2fICSE-C.2017.45&partnerID=40&md5=cee57d519ea73cda2227efffdbf087e4"
"10.1109/ICSE-SEET.2017.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026774117&doi=10.1109%2fICSE-SEET.2017.1&partnerID=40&md5=d606dde17a69c4d399d5f870346beb5f"
"10.1109/AST.2017.8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026781812&doi=10.1109%2fAST.2017.8&partnerID=40&md5=7514da414661576a830e2b8a9e4f927e"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026758824&partnerID=40&md5=9c4e446a9bd805850adf0f2f053b4338"
"10.1109/JSOS.2017.9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026391242&doi=10.1109%2fJSOS.2017.9&partnerID=40&md5=8bd632dba6d17b687518625a04c1f20a"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026362823&partnerID=40&md5=c542eefc8bf2ea850bda0ca824c91fee"
"10.1145/3084226.3084257","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025454547&doi=10.1145%2f3084226.3084257&partnerID=40&md5=f024c152d72a4ec8dbf1dfa415792d93"
"10.1109/CONFLUENCE.2017.7943261","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021760522&doi=10.1109%2fCONFLUENCE.2017.7943261&partnerID=40&md5=6fc446680991ce489b21e8f73cdb17f1"
"10.1109/TLA.2017.7932701","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019745517&doi=10.1109%2fTLA.2017.7932701&partnerID=40&md5=78c4d59c2ebce69faaa9a2f6720ed8a5"
"10.1002/stvr.1630","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017266590&doi=10.1002%2fstvr.1630&partnerID=40&md5=9f25a2b308a970e3abe2cdd9ddff7a3c"
"10.1007/s11219-015-9300-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949797473&doi=10.1007%2fs11219-015-9300-8&partnerID=40&md5=7f489f9dba2f715f30e9ff4946c060be"
"10.1142/S0218194017500309","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021143827&doi=10.1142%2fS0218194017500309&partnerID=40&md5=b9707bb4a38af4ce5a20d9dfdc7ae60c"
"10.3390/ijms18061109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019729764&doi=10.3390%2fijms18061109&partnerID=40&md5=57e631fee563c98fca0b0d6c7774a64c"
"10.1109/ICODSE.2016.7936135","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025670546&doi=10.1109%2fICODSE.2016.7936135&partnerID=40&md5=137fbde2ce645427c49b8d2e27f6fd2a"
"10.1021/acs.jcim.7b00073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020449769&doi=10.1021%2facs.jcim.7b00073&partnerID=40&md5=1342f02e7ed90b386c6fbf38e6d66a73"
"10.1109/ICST.2017.74","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043708858&doi=10.1109%2fICST.2017.74&partnerID=40&md5=11295c3fee68314236303b6c1984155b"
"10.1109/ICST.2017.47","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020731794&doi=10.1109%2fICST.2017.47&partnerID=40&md5=99ec893c476ffaa2392fa0cd57afe346"
"10.1109/ICST.2017.31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020696625&doi=10.1109%2fICST.2017.31&partnerID=40&md5=f491a28be2e8e81b0de07011116ab427"
"10.1109/ICST.2017.46","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020703419&doi=10.1109%2fICST.2017.46&partnerID=40&md5=da536a93e164bd109f15c132fd7b0326"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020716781&partnerID=40&md5=fe0322e58ab892fbc5e689e1dfa9601f"
"10.1109/ICST.2017.41","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020705116&doi=10.1109%2fICST.2017.41&partnerID=40&md5=f67e1fb5204113cf53c26453940b4db0"
"10.1109/ICST.2017.44","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020701655&doi=10.1109%2fICST.2017.44&partnerID=40&md5=ea75ffa8a106e4c266ef738acc3a006a"
"10.1016/j.micpro.2017.02.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019256472&doi=10.1016%2fj.micpro.2017.02.007&partnerID=40&md5=7974ae83963d3151836001f1b8fa270d"
"10.1007/s11241-017-9271-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016130984&doi=10.1007%2fs11241-017-9271-x&partnerID=40&md5=93cc45993f0a0e10c1af3bf3425cdb48"
"10.1109/ICSTW.2017.26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018450557&doi=10.1109%2fICSTW.2017.26&partnerID=40&md5=ea5efb2b56ab1547d8b001215922c19a"
"10.1109/ICSTW.2017.30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018406726&doi=10.1109%2fICSTW.2017.30&partnerID=40&md5=c659cb02223eb8c93185629d41a76e30"
"10.1109/ICSTW.2017.24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018446786&doi=10.1109%2fICSTW.2017.24&partnerID=40&md5=f68fc72bbaafa9abd3806146f438d7c4"
"10.1109/ICSTW.2017.18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018402349&doi=10.1109%2fICSTW.2017.18&partnerID=40&md5=d936303b25e7e6d1fdcd44297c287ae5"
"10.1109/ICSTW.2017.32","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018451888&doi=10.1109%2fICSTW.2017.32&partnerID=40&md5=bf4c5a11d360cc15ceaff07de473ad72"
"10.1109/ICSTW.2017.25","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018418698&doi=10.1109%2fICSTW.2017.25&partnerID=40&md5=de37bb075dea436948af6e2056e002bd"
"10.1109/ICSTW.2017.60","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018395250&doi=10.1109%2fICSTW.2017.60&partnerID=40&md5=92a955d0b1db37b4f409434db90f63e8"
"10.1109/ICSTW.2017.62","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018373513&doi=10.1109%2fICSTW.2017.62&partnerID=40&md5=e29199fa307692c7221b3ac8d7f8769b"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018407981&partnerID=40&md5=809e14f7b5eb83f0732f0ff9cf5042ef"
"10.1109/ICSTW.2017.28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018437674&doi=10.1109%2fICSTW.2017.28&partnerID=40&md5=b522a38c67d7bdd386df0d1cbf43a596"
"10.1109/ICSTW.2017.27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018415079&doi=10.1109%2fICSTW.2017.27&partnerID=40&md5=ff898846be040f511a6b133a8402c2bd"
"10.1109/ICSTW.2017.29","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018407410&doi=10.1109%2fICSTW.2017.29&partnerID=40&md5=25d2f97139c1c130727ec888a7a166c7"
"10.1109/ICSTW.2017.46","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018418840&doi=10.1109%2fICSTW.2017.46&partnerID=40&md5=ec7e3f5480a777faf7e501e309b1aadf"
"10.1145/3019612.3019830","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020851284&doi=10.1145%2f3019612.3019830&partnerID=40&md5=b63598bf486776710b8868634cd626b5"
"10.1145/3019612.3019828","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020941729&doi=10.1145%2f3019612.3019828&partnerID=40&md5=102565c42aacdb247090bc10bb0af10d"
"10.1145/3019612.3019825","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020881320&doi=10.1145%2f3019612.3019825&partnerID=40&md5=a0341f207cef1474a08aac64245ae7ea"
"10.1109/APSEC.2016.050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018482534&doi=10.1109%2fAPSEC.2016.050&partnerID=40&md5=fc57fb92994018af894cd49e1a6e7341"
"10.1016/j.infsof.2016.11.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006313110&doi=10.1016%2fj.infsof.2016.11.011&partnerID=40&md5=a9d2a6766c7c31389d63798d2a966da2"
"10.1109/TNB.2017.2660538","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018912656&doi=10.1109%2fTNB.2017.2660538&partnerID=40&md5=28f303cc099ca49e48364c6eaf1cc437"
"10.3390/ijms18030534","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014795014&doi=10.3390%2fijms18030534&partnerID=40&md5=5a04d3e49b495d34930699e7f2094389"
"10.1109/OSSCOM.2016.7863677","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016011574&doi=10.1109%2fOSSCOM.2016.7863677&partnerID=40&md5=2bb72cd879eed6e76d6d9c6cdd9788fa"
"10.1109/INCITE.2016.7857578","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015872942&doi=10.1109%2fINCITE.2016.7857578&partnerID=40&md5=279d24bca4791a86f02b0744b2f4c4b2"
"10.1016/j.infsof.2016.10.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992146806&doi=10.1016%2fj.infsof.2016.10.002&partnerID=40&md5=3bcc6e927079eea04256c3c2191a6cb6"
"10.3390/ijms18020308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011690505&doi=10.3390%2fijms18020308&partnerID=40&md5=3e1a14a2229a09c5726cfe92e14f1119"
"10.1186/s12859-017-1481-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009987591&doi=10.1186%2fs12859-017-1481-7&partnerID=40&md5=a888ba45739e86db6cfbe92689b52624"
"10.1093/bioinformatics/btw593","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028328879&doi=10.1093%2fbioinformatics%2fbtw593&partnerID=40&md5=eb3c9b50766e36629867ccf5b974aa58"
"10.1109/ICSME.2016.92","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013053101&doi=10.1109%2fICSME.2016.92&partnerID=40&md5=20902648bf2e8af7bc3fb0cec38d25c4"
"10.1109/CCAA.2016.7813952","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011026184&doi=10.1109%2fCCAA.2016.7813952&partnerID=40&md5=5276b886b206f79b28dee09e8256c281"
"10.1109/EWDTS.2016.7807636","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015237758&doi=10.1109%2fEWDTS.2016.7807636&partnerID=40&md5=2aac9c2827611244268bcc7d701ab0cf"
"10.26636/jtit.2017.113617","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039782490&doi=10.26636%2fjtit.2017.113617&partnerID=40&md5=2dda72a5f5cdc48e80d519adb61d1d1a"
"10.1201/9781315364094-190","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058091381&doi=10.1201%2f9781315364094-190&partnerID=40&md5=816a419f68a70a27112c9878ad736f91"
"10.1016/j.infsof.2016.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970015746&doi=10.1016%2fj.infsof.2016.05.001&partnerID=40&md5=acbe92673ecb3879d4dd1b924c3d3dc4"
"10.1016/j.infsof.2016.04.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975702607&doi=10.1016%2fj.infsof.2016.04.012&partnerID=40&md5=6b4b9f2a4a3e4a580c1826db525d3c7c"
"10.1007/978-3-319-68972-2_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032862315&doi=10.1007%2f978-3-319-68972-2_10&partnerID=40&md5=806a7b502a1d5e2d0e5847f8465040d4"
"10.3233/JIFS-169117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011371101&doi=10.3233%2fJIFS-169117&partnerID=40&md5=295b765b7d371713207d66dbfb1ce55c"
"10.1007/978-3-319-59147-6_33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020859386&doi=10.1007%2f978-3-319-59147-6_33&partnerID=40&md5=a3c87963bbc2e3edebc2c9e799b35ebd"
"10.1016/j.infsof.2016.03.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963861053&doi=10.1016%2fj.infsof.2016.03.002&partnerID=40&md5=900003a2b85b000af56bc185d84181e7"
"10.1016/j.infsof.2016.08.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992521001&doi=10.1016%2fj.infsof.2016.08.003&partnerID=40&md5=bd51eddaf2d6a10d11ae16db33e94647"
"10.1016/j.infsof.2016.02.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959911592&doi=10.1016%2fj.infsof.2016.02.006&partnerID=40&md5=274eb4b263686558fc6746aeb394393a"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047803487&partnerID=40&md5=ae98ffbacfa775a709fe866e2daa1cf8"
"10.1016/j.procs.2017.05.095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027355897&doi=10.1016%2fj.procs.2017.05.095&partnerID=40&md5=5d847cbfe6c2685afb7b605773bb98a8"
"10.1007/978-3-319-67549-7_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030690786&doi=10.1007%2f978-3-319-67549-7_7&partnerID=40&md5=1a29b964d271f0dec28e6bd0d4880db0"
"10.1016/j.infsof.2016.01.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958191450&doi=10.1016%2fj.infsof.2016.01.017&partnerID=40&md5=606d1f0af83c3210e2890226d71f7214"
"10.1007/978-3-319-46586-9_16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990030140&doi=10.1007%2f978-3-319-46586-9_16&partnerID=40&md5=6073586d95895c6b1b1100b6073c8043"
"10.1109/ACCESS.2017.2678200","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018761688&doi=10.1109%2fACCESS.2017.2678200&partnerID=40&md5=eb46b130998f4df4b4e2c4cf34891507"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045417698&partnerID=40&md5=454fa40a88fc0151a9da3597e418c942"
"10.1007/978-3-319-43606-7_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986212346&doi=10.1007%2f978-3-319-43606-7_8&partnerID=40&md5=b3ce0b01cace3ba7ab19f535bd53ced1"
"10.1007/978-981-10-5427-3_19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028336933&doi=10.1007%2f978-981-10-5427-3_19&partnerID=40&md5=ed62c651505e16056baa6cfbcfa847c9"
"10.1093/comjnl/bxw076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015052440&doi=10.1093%2fcomjnl%2fbxw076&partnerID=40&md5=2974ca074b09f8a7dadcccb0086b2445"
"10.1007/978-3-319-52593-8_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018744085&doi=10.1007%2f978-3-319-52593-8_2&partnerID=40&md5=43ad48c3d8f4edab8c13463f1c6161a4"
"10.1007/978-3-319-68034-7_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030681750&doi=10.1007%2f978-3-319-68034-7_9&partnerID=40&md5=2c92e0b8fe0e455b1ad547d48a862bf8"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032255511&partnerID=40&md5=ef58922d8065cbe9c453f1b6e8f0d7c4"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019893235&partnerID=40&md5=3a67cf44c8cc9d05b67813b66591c0fe"
"10.1007/978-3-319-66302-9_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030115076&doi=10.1007%2f978-3-319-66302-9_7&partnerID=40&md5=0b30d9eec952a6784c967fa6bfeb4401"
"10.1007/978-3-319-63387-9_11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026774524&doi=10.1007%2f978-3-319-63387-9_11&partnerID=40&md5=3855c980d5d7bcc9266cd544341b3cb1"
"10.1016/j.infsof.2016.01.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958213157&doi=10.1016%2fj.infsof.2016.01.019&partnerID=40&md5=d63e92d3cb59ea520ec1482f8109267b"
"10.1007/978-3-319-49025-0_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042825508&doi=10.1007%2f978-3-319-49025-0_12&partnerID=40&md5=e8b959f62b885c675d39e7bd297aeca4"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029281531&partnerID=40&md5=3553fb428fbcee9f527157814d37ca6e"
"10.1007/978-3-319-57288-8_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018696907&doi=10.1007%2f978-3-319-57288-8_2&partnerID=40&md5=8094e9500dc13b374fcc9d8bb52b3243"
"10.1016/j.infsof.2016.07.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994257635&doi=10.1016%2fj.infsof.2016.07.002&partnerID=40&md5=035d654839f5b17a32fb6920d1944b5e"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042180171&partnerID=40&md5=8df65dfec4a6348b1363112b057f2039"
"10.1016/j.infsof.2016.04.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964914212&doi=10.1016%2fj.infsof.2016.04.003&partnerID=40&md5=d2d8bcf3b6be829dc9c3013ac1728d81"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071699004&partnerID=40&md5=e6eba9e9bc173743a9567858e2642fa2"
"10.1007/978-3-319-68972-2_11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032861516&doi=10.1007%2f978-3-319-68972-2_11&partnerID=40&md5=1afbf6fc24b3fddc5ea8c711962f841e"
"10.1007/978-3-319-55696-3_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015808527&doi=10.1007%2f978-3-319-55696-3_7&partnerID=40&md5=4dd58fd9d1df00bb6df51ccf7f7cbca1"
"10.1007/978-3-319-62569-0_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026628553&doi=10.1007%2f978-3-319-62569-0_3&partnerID=40&md5=41cf0b0bba4e103aec11aff23f763446"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032984223&partnerID=40&md5=cc322cff029f7498879ddfc2dc46ad9b"
"10.1007/978-3-319-60074-1_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025135820&doi=10.1007%2f978-3-319-60074-1_8&partnerID=40&md5=90fa83eef96bbc8df6f3053acd62838b"
"10.1016/j.infsof.2016.01.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958582031&doi=10.1016%2fj.infsof.2016.01.016&partnerID=40&md5=93e23e085a00f01d3757669bd9a0d267"
"10.1007/978-3-662-54494-5_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016394996&doi=10.1007%2f978-3-662-54494-5_17&partnerID=40&md5=0ee1cae43656f1f0dfdf8b4c4148a85c"
"10.1007/978-3-319-66299-2_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029348598&doi=10.1007%2f978-3-319-66299-2_7&partnerID=40&md5=b4c9bffb32107f34796a1da70f06f946"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049015403&partnerID=40&md5=1b245bcdd6dc43d31396bd50836c80b6"
"10.1016/j.infsof.2016.04.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964802330&doi=10.1016%2fj.infsof.2016.04.009&partnerID=40&md5=dd8c91ff137b9b98e7f52743dccef295"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049194075&partnerID=40&md5=72794a8428acbbe7c78583a38ff3d239"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990061987&partnerID=40&md5=3bcaa6f4302836c5f85f5ef1eaff2874"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030666414&partnerID=40&md5=95bc7755319699529e6b032dd18bc0d4"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047818628&partnerID=40&md5=67ce79906dfa9cc40408c245f20b586a"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020896223&partnerID=40&md5=6bc03f38b58023b73a05f6f7d419aa65"
"10.1016/j.jss.2016.09.044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992420701&doi=10.1016%2fj.jss.2016.09.044&partnerID=40&md5=37b2efb9c47cd3754f8a6647c5a93ae8"
"10.1007/978-3-319-51963-0_35","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010670216&doi=10.1007%2f978-3-319-51963-0_35&partnerID=40&md5=1a6424073af017ea0ea363e273963ccd"
"10.1007/978-3-319-62407-5_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026760766&doi=10.1007%2f978-3-319-62407-5_7&partnerID=40&md5=fb33cea44a3f3d8ed863369513d8728e"
"10.1186/s12859-017-1702-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027582173&doi=10.1186%2fs12859-017-1702-0&partnerID=40&md5=1e6d0102cccf8f92b6ea23f6fd832fb1"
"10.3103/S0146411617070057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042222877&doi=10.3103%2fS0146411617070057&partnerID=40&md5=6068af3ee4cca2c4cc5af9785686e8a2"
"10.1016/j.infsof.2016.04.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963813590&doi=10.1016%2fj.infsof.2016.04.007&partnerID=40&md5=5fb9934d4eeaa67a4091dda2aa815f0e"
"10.1007/978-3-319-66963-2_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030027680&doi=10.1007%2f978-3-319-66963-2_10&partnerID=40&md5=b5dc8e7247c55d71ac6843b2381a3b4e"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029378336&partnerID=40&md5=5233e189c29396b471b7ba507114377d"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028300016&partnerID=40&md5=a332239cd7cc8dc053a137eb53fff233"
,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047783100&partnerID=40&md5=b0dccee5e28a101c99939d7a800a710c"
"10.1109/SCAM.2016.28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010711856&doi=10.1109%2fSCAM.2016.28&partnerID=40&md5=a729d23100d0f2a4b87a0cb802004a8b"
"10.1109/ISSRE.2016.51","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013344041&doi=10.1109%2fISSRE.2016.51&partnerID=40&md5=545f21df93f7c66888edb0bac59271a7"
"10.1186/s13173-016-0048-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994031783&doi=10.1186%2fs13173-016-0048-1&partnerID=40&md5=514099be8349c7c0cc8880b1f5444d03"
"10.1016/j.asoc.2016.07.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995920260&doi=10.1016%2fj.asoc.2016.07.019&partnerID=40&md5=7d10db581f7562f1597061c504afa78a"
